Departamento;Dep;Municipio;Depmun;Superficie;Poblacion;Irural;Region
 Santander ;68; !# & Betulia;68092;431,2487087;6003;55;Región Centro Oriente
   San%ta>nder;68;Bo&lív'ar;68101;1010,125861;11073;56;Región Centro Oriente
Santander ;68; !Ca'br&e#ra;68121;65,57430937;1983;49;Región Centro Oriente
 San%ta>nder;68;Ca#l!iforn?ia   ;68132;45,01345975;2186;47;Región Centro Oriente
Santan>der;68;Capita'n#e!&?jo;68147;85,28406397;5479;42;Región Centro Oriente
   San%tan>der;68;C&a#!rcasí ;68152;258,9461516;4263;53;Región Centro Oriente
   San%tan>der;68;  ? Cep!itá   ;68160;107,967109;2018;52;Región Centro Oriente
   San%tan>der;68; * !?& 'Cerrito;68162;421,0814425;6838;55;Región Centro Oriente
 Santander;68;Ch'aralá #?  ;68167;419,2313506;12256;50;Región Centro Oriente
Santander;68;Char&ta;68169;126,7062504;2883;50;Región Centro Oriente
Santander ;68;Chi#'má ;68176;173,2190221;2865;53;Región Centro Oriente
San%ta>nder   ;68;Chipat?#'á   ;68179;94,93681903;5084;45;Región Centro Oriente
San%tander   ;68; *Cimi&t?!ar#ra;68190;3174,288539;33750;58;Región Centro Oriente
   Santan>der;68;Conc'e#p!ción;68207;337,1199181;5738;54;Región Centro Oriente
Santander   ;68; Co#&n!f?in*es ;68209;71,42170043;3233;48;Región Centro Oriente
San%ta>nder ;68;Con!tratación;68211;137,1720765;3683;50;Región Centro Oriente
San%tan>der;68; C?o*r&omoro;68217;577,495746;5009;56;Región Centro Oriente
 San%tander;68;C!uri&'#tí;68229;244,222737;13028;46;Región Centro Oriente
Santander;68; E?'l Carm*en! de Chu&curí;68235;924,0326235;21415;52;Región Centro Oriente
San%tander   ;68;El ?G!&uac*amayo;68245;92,96763011;2119;52;Región Centro Oriente
San%tander   ;68;E#l  ! Pe'ñó&n   ;68250;398,2177466;5405;56;Región Centro Oriente
San%tander;68;   El  * Pl'ayón !  ;68255;454,9819209;13882;49;Región Centro Oriente
 Santander;68;  * E#nci&no;68264;400,4326914;2567;61;Región Centro Oriente
Santan>der ;68; # * E!nci?so;68266;74,81603233;3444;45;Región Centro Oriente
 San%ta>nder ;68; Flori#án;68271;176,5996551;5569;49;Región Centro Oriente
   Santander   ;68;Fl!oridabl*anca;68276;100,3277391;300730;14;Región Centro Oriente
Santander;68;  * ?'Ga&lán;68296;201,7315756;2883;54;Región Centro Oriente
San%tander ;68;Ga'!mb?it#a ;68298;608,2330662;4008;59;Región Centro Oriente
   San%tan>der;68;Giró?#n   ;68307;493,0298875;166843;31;Región Centro Oriente
San%ta>nder   ;68;Gu?ac!*a ;68318;302,3982638;5900;51;Región Centro Oriente
   Santan>der;68;Gua'd&?alu!pe ;68320;146,3307094;4473;48;Región Centro Oriente
   Santan>der;68; Guapo!?tá ;68322;67,30036397;2394;49;Región Centro Oriente
San%tan>der   ;68; ?  Guavatá   ;68324;83,79545511;4200;45;Región Centro Oriente
San%tander;68;G*?ü#e'psa;68327;30,15674861;5222;38;Región Centro Oriente
Santan>der;68;H'a*!to ;68344;169,0175723;2349;55;Región Centro Oriente
San%tander ;68; *  Jesús   María;68368;89,59308517;3337;50;Región Centro Oriente
Santan>der;68; J!ordá#n ;68370;39,89917751;1325;49;Región Centro Oriente
San%tander ;68; La Be!*l#leza;68377;335,2015817;6174;52;Región Centro Oriente
Santan>der;68;L&#a?'ndázuri   ;68385;590,2163864;10482;51;Región Centro Oriente
   Santan>der;68;La  !& Paz;68397;284,3469721;4921;52;Región Centro Oriente
 Santander;68; Leb!r&íja;68406;550,4332373;43145;43;Región Centro Oriente
   San%tander;68;Los Sa!&*ntos;68418;290,1251884;14485;47;Región Centro Oriente
San%tander;68; Ma#ca*!r'avita ;68425;102,9175082;2125;51;Región Centro Oriente
   San%tander   ;68;Mál!'?#aga;68432;57,18169557;21339;31;Región Centro Oriente
   Santander;68; M!'atan*z#a ;68444;235,7485679;4999;44;Región Centro Oriente
   Santander   ;68;M!?*ogot#es   ;68464;483,9701273;10576;51;Región Centro Oriente
 San%tan>der ;68;  ? Mo!#laga*v'ita;68468;180,471702;4105;49;Región Centro Oriente
San%tander;68; Ocam#ont&e ;68498;75,22127909;5740;43;Región Centro Oriente
San%tander;68;Oi#&ba;68500;286,0667477;11004;47;Región Centro Oriente
   Santander   ;68; Onzaga ;68502;489,2284369;4111;57;Región Centro Oriente
   Santan>der   ;68;   Pal#*m&!ar;68522;19,69444169;1386;37;Región Centro Oriente
   Santan>der;68; !  P'almas   del*   Socor#ro;68524;58,54111972;2584;47;Región Centro Oriente
 Santan>der;68;P?!áramo ;68533;72,9811189;4773;45;Región Centro Oriente
San%tan>der;68;Pie#?dec!ues*ta;68547;484,5723092;177586;32;Región Centro Oriente
Santan>der;68;Pinchote*   ;68549;55,53541904;5285;42;Región Centro Oriente
San%tander   ;68; 'Puent?e Nacio#nal ;68572;251,6785482;14740;45;Región Centro Oriente
Santander;68; &Puerto Par?ra;68573;762,3446007;7846;59;Región Centro Oriente
Santander   ;68;P*#!uerto '  Wilches;68575;1507,986246;33572;53;Región Centro Oriente
   San%tander   ;68;R&ioneg*ro;68615;1168,432223;26746;51;Región Centro Oriente
   San%tander   ;68;   Saban&a  ? de   T!orres;68655;1402,870009;33887;55;Región Centro Oriente
   Santan>der   ;68;San!?# *  'Andrés;68669;281,5588552;8613;48;Región Centro Oriente
Santan>der ;68; San 'Ben!ito;68673;59,11302218;2957;43;Región Centro Oriente
 Santan>der;68;  & #San?   Gil   ;68679;146,8772741;58032;31;Región Centro Oriente
 Santander;68;   !San  & Joaquín;68682;143,133427;2215;53;Región Centro Oriente
   Santander   ;68;Sa&n   José'   de   Mi?randa;68684;75,30374323;4313;44;Región Centro Oriente
 Santan>der ;68;San *  Migue!l   ;68686;71,21134788;2494;48;Región Centro Oriente
San%tander ;68;San   Vi?ce!&nte   de   Ch*ucurí   ;68689;1116,360605;33414;49;Región Centro Oriente
 Santan>der ;68; Santa B'?árbara ;68705;221,2170944;2425;55;Región Centro Oriente
 San%ta>nder ;68;Santa   !Helena'   ?de*l   Opón;68720;373,8572625;3393;57;Región Centro Oriente
Santan>der ;68;   #Simac!ota;68745;904,7129549;10138;58;Región Centro Oriente
Santander   ;68;  !?' Soc*orro;68755;127,8258349;32965;34;Región Centro Oriente
Santan>der ;68;Suai&t#a ;68770;285,195534;10086;48;Región Centro Oriente
San%tander   ;68;Su*c#re;68773;522,5392008;7103;54;Región Centro Oriente
San%tander   ;68;Sur'at?á #  ;68780;363,0087743;3977;58;Región Centro Oriente
   Santan>der;68; To#*!na;68820;330,7262837;7562;52;Región Centro Oriente
   Santan>der   ;68;Valle de San José;68855;81,11493889;6222;43;Región Centro Oriente
Santan>der;68;V#é'l&ez;68861;447,6767281;24843;47;Región Centro Oriente
San%tander ;68;Ve!&t#as' *  ;68867;92,42238639;2142;50;Región Centro Oriente
Santan>der;68;   Vi!l#?lan&uev'a   ;68872;97,60691327;7927;42;Región Centro Oriente
Santan>der;68;Z'&*apatoca ;68895;364,4185511;9507;49;Región Centro Oriente
   Su%c>re   ;70;Sin?cele&#!jo;70001;279,9729454;286635;23;Región Caribe
 SUc>re;70;   Bu#enavista;70110;146,4980959;10727;42;Región Caribe
 SU%c>re;70; C'ai!&?mito;70124;412,4698071;15668;51;Región Caribe
   Sucre   ;70; C'!o?loso ;70204;131,1626924;8670;45;Región Caribe
 SUcre ;70;   *Co!rozal;70215;285,8944607;69268;34;Región Caribe
   Su%cre   ;70;C!o*ve'&ñas;70221;56,55515347;18892;33;Región Caribe
SUcre;70; Ch'al?án ;70230;83,71001483;4537;45;Región Caribe
   SUc>re   ;70;El!& Ro*'ble ;70233;198,434402;10215;46;Región Caribe
SUcre   ;70;Ga!leras;70235;321,856426;22673;44;Región Caribe
Sucre;70;Guar?anda ;70265;361,8676371;18198;48;Región Caribe
 Suc>re;70;La Un#*ió&n ;70400;232,3503947;12701;47;Región Caribe
SU%cre ;70;   Lo*s #  Palm&ito?s   ;70418;198,8844424;23420;40;Región Caribe
SUc>re ;70; M#ajagual;70429;845,158612;37564;50;Región Caribe
 Sucre;70; &Mor?roa ;70473;170,014897;15495;42;Región Caribe
   Sucre;70;  ' Ov#ejas;70508;460,048362;23148;45;Región Caribe
   Sucre   ;70;   Pal?mito   ;70523;174,5701954;14635;43;Región Caribe
SUc>re;70; &S!am?pués ;70670;213,9377007;47746;35;Región Caribe
Su%cre;70; San Be'nito Abad;70678;1494,162956;29282;55;Región Caribe
   SUcre   ;70;Sa&n Juan d#e Bet!ulia ;70702;168,1755724;13892;42;Región Caribe
Suc>re;70; S!&an Marcos ;70708;970,3548121;59254;46;Región Caribe
 Su%c>re;70;Sa&#?!n O'nof*re;70713;1035,078993;50423;45;Región Caribe
SUcre;70; Sa#n' Pedro ;70717;212,9948174;18920;41;Región Caribe
   Su%cre;70;San  ?* L&uis#   de   Sincé '  ;70742;418,9797698;31365;43;Región Caribe
SUcre ;70;Su?cre& #  ;70771;1131,180193;30253;53;Región Caribe
   SU%cre   ;70;Sant*iago de!? Tolú ;70820;302,5166919;33553;40;Región Caribe
   Su%cre   ;70; T!o&lú Viejo;70823;285,0158913;21850;42;Región Caribe
 Tolima ;73;   I&*bagué;73001;1377,251377;536087;27;Región Centro Sur
To%lima   ;73;A&l#pujar?ra;73024;501,5113202;4493;57;Región Centro Sur
 Tolima ;73;Alva#r!ad?o *  ;73026;344,3355926;8710;48;Región Centro Sur
   Toli>ma   ;73;A&mb'alema ;73030;238,0448379;6596;47;Región Centro Sur
 Toli>ma ;73;Anzo'á!te#gui ;73043;469,7113254;10110;46;Región Centro Sur
To%l>ima   ;73; A&r#me?ro;73055;440,6308436;12335;48;Región Centro Sur
   Tolima;73;At!a&co?   ;73067;1017,644437;19195;51;Región Centro Sur
 Tolima;73;Caj*am#arca ?  ;73124;508,4909108;18443;45;Región Centro Sur
Tolima;73;Carmen   'de   Apicala;73148;190,8361306;10306;45;Región Centro Sur
To%li>ma;73; C*#asab!ianca;73152;175,2961792;6326;45;Región Centro Sur
 To%l>ima ;73;Chap!a?#rral;73168;2102,063236;50565;50;Región Centro Sur
   Toli>ma;73;Coel?!lo;73200;343,5981061;8286;48;Región Centro Sur
 To%l>ima ;73;Coy&'ai!?ma;73217;669,055687;22610;46;Región Centro Sur
Tolima;73; C!'?unday;73226;507,5152826;8518;51;Región Centro Sur
Toli>ma   ;73; D&ol!*or#?es ;73236;651,9503995;8250;54;Región Centro Sur
   To%lima   ;73;Esp!i#nal;73268;216,4989458;70769;28;Región Centro Sur
Tolima ;73;Fala#?n!   ;73270;181,3222134;7494;44;Región Centro Sur
   Toli>ma   ;73; &'Fla?ndes ;73275;96,79717451;28510;30;Región Centro Sur
   Tolima   ;73;F#re*'s!no;73283;219,6614792;31124;36;Región Centro Sur
Toli>ma;73;Guam?#o ;73319;505,7438271;32826;41;Región Centro Sur
   Toli>ma   ;73;He#rv'eo ;73347;322,7434335;7266;48;Región Centro Sur
   Tolima   ;73; ! #* Honda;73349;304,8869123;24585;40;Región Centro Sur
Tolima;73;I'c?o*&non!zo   ;73352;215,1818551;11891;42;Región Centro Sur
To%lima;73;L#*ér!?ida;73408;271,9544764;18598;41;Región Centro Sur
   Tolima;73;L#í&bano;73411;282,3726119;36432;35;Región Centro Sur
Tolima ;73;Ma#ri*quita   ;73443;293,3431542;38084;38;Región Centro Sur
 Tolima;73;M#el!gar;73449;202,160428;37191;34;Región Centro Sur
   Tolima   ;73;Muril#lo ;73461;423,9321767;4129;54;Región Centro Sur
To%lima ;73; Nat#&aga*ima;73483;859,8300248;14722;50;Región Centro Sur
To%li>ma ;73;Ortega ;73504;953,8043246;34453;47;Región Centro Sur
Tolima;73;   Paloc&abil?do !  ;73520;65,01112946;9773;36;Región Centro Sur
   Toli>ma   ;73;Piedr?as   ;73547;354,4253202;6737;53;Región Centro Sur
 To%lima ;73; 'Plan*&adas;73555;1754,101831;25785;53;Región Centro Sur
 Toli>ma ;73;Pr#ado& !'  ;73563;423,0130028;8443;51;Región Centro Sur
   Tolima   ;73;Puri?#ficación;73585;402,2048078;23527;42;Región Centro Sur
 Tolima ;73; Rio Bl!a*nc?o ;73616;2046,233792;22660;54;Región Centro Sur
To%li>ma;73; &  Ronces*valles #  ;73622;775,8495286;5467;58;Región Centro Sur
 Tolima ;73; ?  Rovira   ;73624;739,4761953;21556;48;Región Centro Sur
   Tolima;73;Saldaña ;73671;193,2267806;14450;41;Región Centro Sur
Toli>ma ;73;San !Antonio;73675;383,4069699;12691;46;Región Centro Sur
To%l>ima;73;   San   Lui*s! &  ;73678;412,2262269;13481;44;Región Centro Sur
 Toli>ma;73;  ! Santa  * Isab'el;73686;270,1866407;5710;49;Región Centro Sur
 To%li>ma ;73; #S?!uárez ;73770;190,0781867;3788;49;Región Centro Sur
Toli>ma   ;73;   Valle  * de   San   Juan;73854;197,8464077;5353;47;Región Centro Sur
To%lima ;73; 'V&enadillo;73861;334,632757;12751;43;Región Centro Sur
   To%li>ma   ;73; ?  Villahe!rmosa;73870;278,8499413;9216;45;Región Centro Sur
 Tolima ;73;Villarric!a ;73873;430,4630123;5021;54;Región Centro Sur
   Valle   %del   Cauca;76; '  Cali   ;76001;563,0409197;2241491;10;Región Pacífico
Valle   del   Cauca   ;76;Alc?alá& #  ;76020;62,35754539;14189;29;Región Pacífico
Valle del Cauca ;76;An'!d*a&l?ucía;76036;110,4604179;22515;34;Región Pacífico
 Valle del >Cauca ;76;Anser!?ma*nuevo;76041;305,4511384;17348;41;Región Pacífico
Valle   del   >Cauca   ;76; &A!rg?elia;76054;90,79604368;5258;41;Región Pacífico
 Valle del >CaUca ;76;B!olíva?r ;76100;743,5720725;15828;50;Región Pacífico
   Valle   del   >Cauca   ;76;B#uenaventu'r?a !  ;76109;6292,410256;310194;44;Región Pacífico
Valle %del> CaUca;76; Gua&dal!#aj'ara de Buga ;76111;825,8772487;128316;34;Región Pacífico
 Valle del Cauca ;76;   B#ugal?agran&de;76113;396,7813234;24400;43;Región Pacífico
   Valle   del   Cauca   ;76;Cai'cedon#ia;76122;166,9836866;28609;33;Región Pacífico
Valle   %del   >Cauca;76;   C&al?ima;76126;793,4979818;18171;51;Región Pacífico
   Valle   %del   CaUca;76; Cande?&laria ;76130;296,473035;93183;31;Región Pacífico
Valle   %del>   Cauca;76; C!ar&*tago ;76147;248,2239721;136596;25;Región Pacífico
   Valle   del   >CaUca   ;76;Da?gua   ;76233;916,3247957;48758;46;Región Pacífico
Valle   del   CaUca   ;76;El   Águila *  ;76243;187,8131356;8696;42;Región Pacífico
Valle %del> Cauca ;76;El  & Cairo;76246;214,2033552;6637;45;Región Pacífico
Valle   del   Cauca;76; E&l Cerr?it#o ;76248;441,8885829;56835;36;Región Pacífico
 Valle del >Cauca;76; &!#  El   Dovio;76250;235,4101174;8711;44;Región Pacífico
Valle %del> CaUca;76;Flor#i&d?a   ;76275;401,5502114;57696;36;Región Pacífico
   Valle   del   Cauca   ;76;   Gine?bra;76306;268,7327231;22908;40;Región Pacífico
   Valle   del   CaUca   ;76; Guacarí;76318;162,4990753;33405;32;Región Pacífico
 Valle %del> Cauca;76;J!amundí?*   ;76364;628,9643411;164159;36;Región Pacífico
Valle %del CaUca;76;La& Cumbre;76377;255,4148942;16422;45;Región Pacífico
 Valle del CaUca;76;La   Un#'ión;76400;120,874949;34244;30;Región Pacífico
   Valle   del   Cauca   ;76;La  '# Vi&ctoria   ;76403;264,6977985;11981;42;Región Pacífico
   Valle   del   CaUca;76;  ' Oba!*ndo   ;76497;214,6770271;12140;40;Región Pacífico
Valle   %del   CaUca;76; P&a?!lmira ;76520;1005,15344;352016;29;Región Pacífico
Valle del Cauca;76;Pr?a'dera   ;76563;356,7310614;47918;35;Región Pacífico
   Valle   %del>   CaUca;76;Res!&'trep?o ;76606;136,2320178;15295;37;Región Pacífico
Valle   del   >CaUca;76;Riof&rí?o !  ;76616;308,0877961;15483;42;Región Pacífico
   Valle   del   >CaUca;76; R&olda*ni?llo;76622;235,7266515;36767;35;Región Pacífico
 Valle del >Cauca;76;   Sa'n !?  Ped*ro;76670;202,1286046;17082;39;Región Pacífico
   Valle   del   Cauca;76; *  #Sevilla;76736;537,1839928;41503;39;Región Pacífico
 Valle %del Cauca ;76;T!?oro ;76823;175,7636534;14467;39;Región Pacífico
   Valle   %del   Cauca;76;   'Truj?il#lo;76828;307,6420937;19073;43;Región Pacífico
   Valle   %del>   CaUca   ;76;T&u!*luá;76834;909,3589722;215978;32;Región Pacífico
Valle   %del   CaUca;76; !  Ul'lo&a   ;76845;41,86087745;5412;35;Región Pacífico
Valle %del Cauca ;76;   V'ersalles;76863;200,5972596;7070;46;Región Pacífico
Valle del Cauca;76;Vij#?es;76869;113,7739448;12817;39;Región Pacífico
 Valle del >Cauca;76;Yot?o'co ;76890;327,8005457;16117;43;Región Pacífico
 Valle %del Cauca;76;Yumb?'o#   ;76892;230,589699;108889;27;Región Pacífico
Valle del CaUca;76;   '#&Zarzal;76895;367,9372673;42191;36;Región Pacífico
 AraU>ca ;81;   Ara!uca&   ;81001;5787,998752;91875;60;Región Llano
Arauca;81; Ar'au&qu#!ita ;81065;3046,788011;53407;59;Región Llano
Ar%auca;81;Crav&o*  !? Norte   ;81220;5212,569096;4042;83;Región Llano
   Ar%auca   ;81;F!o#rtul;81300;1158,596103;19659;55;Región Llano
   Arau>ca;81;P&ue?rto Rond*#'ón;81591;2281,460252;4688;75;Región Llano
   Arau>ca;81; ?  Sar#av*ena;81736;945,136071;59697;48;Región Llano
Arau>ca;81; &T'#ame;81794;5418,70889;46741;61;Región Llano
Cas%anare ;85;   Y!opal   ;85001;2482,938635;173610;48;Región Llano
 Casanare;85;   Agua#!zul   ;85010;1442,507307;37513;53;Región Llano
Casanare;85;Ch'&á#me*za;85015;313,5325391;2571;63;Región Llano
Casanare;85;   Hato   Cor'oz?al   ;85125;5509,712459;12203;74;Región Llano
Cas%anare;85;   L'a   Sali*n&?a   ;85136;199,8942773;1385;62;Región Llano
Casanare;85;  * M#an!í   ;85139;3754,548524;17359;69;Región Llano
   Cas%an>are;85;Mo#nterrey;85162;779,172474;17797;54;Región Llano
   Cas%an>are   ;85;N'u&nch?ía ;85225;1101,813203;8738;62;Región Llano
Casan>are;85;Oro&c#ué !  ;85230;4753,484118;12514;74;Región Llano
 Casan>are;85;Paz de Ari#poro ;85250;12115,04222;36861;73;Región Llano
   Casanare   ;85;   P?ore;85263;780,4712035;12001;60;Región Llano
Casanare;85;   Rec#etor   ;85279;181,226755;1718;56;Región Llano
   Cas%anare   ;85;Saba&nalarga   ;85300;400,9420583;3583;59;Región Llano
   Cas%an>are   ;85; '  Sá&cama;85315;312,236927;2073;64;Región Llano
 Cas%anare ;85;San Luis d!e G?ac#eno;85325;2989,695297;8378;71;Región Llano
Cas%anare;85;Tá?ma'ra ;85400;1091,231261;6671;62;Región Llano
 Casanare;85;   T?!aur&amena;85410;2381,673392;24445;61;Región Llano
 Casanare ;85;Trin*?i#'dad;85430;2970,227695;13350;68;Región Llano
   Casan>are   ;85; V!illanueva;85440;833,8894315;35793;50;Región Llano
PUtUmayo ;86;   !Mo*c&#oa   ;86001;1304,63788;57716;52;Región Centro Sur
PUt%Umayo   ;86; Co!lón;86219;64,27461837;5469;52;Región Centro Sur
Putumayo   ;86;  #& ?Orito   ;86320;1939,390455;38244;54;Región Centro Sur
   PUtUmayo;86; !#  Puerto &  Asís   ;86568;2819,154805;66084;56;Región Centro Sur
 PUtUmayo ;86;P?uerto Cai!#ced'*o ;86569;926,4659927;16033;57;Región Centro Sur
Put%umayo ;86;   Puerto   Guzmán;86571;4576,591559;36052;66;Región Centro Sur
   Put%umayo;86;Le'guí?zamo;86573;10906,87681;29001;77;Región Centro Sur
Put%umayo   ;86;   Si!'&bundoy;86749;97,7346246;15217;39;Región Centro Sur
PUtUmayo;86;San   ?Francisco#   ;86755;407,356741;5585;56;Región Centro Sur
 PUtUm>ayo ;86; #Sa?'n Miguel;86757;379,7421327;19119;47;Región Centro Sur
Putumayo;86;S!&anti?'ago;86760;341,9238196;7284;52;Región Centro Sur
 PUtUm>ayo ;86;Va?lle   de   Gu!a&mez   ;86865;815,1615625;34082;47;Región Centro Sur
 PUt%Umayo;86; Villaga&rzón;86885;1396,97213;23873;57;Región Centro Sur
 San %An>drés;88;San   An#'drés   ;88001;27,13979276;56358;23;Región Caribe
   San   Andrés;88;P?rov*id!e#ncia;88564;22,28445843;6124;41;Región Caribe
 Ama%zonas ;91;L?*#eti!cia   ;91001;6182,41656;48918;70;Región Centro Sur
 Amazonas;91;   El  & Encanto;91263;10897,54671;2077;89;Región Centro Sur
Ama%zonas   ;91;   La & ?# Chorrera;91405;12726,86791;2947;92;Región Centro Sur
Amazonas   ;91;La Ped?rera ;91407;13668,21489;3882;93;Región Centro Sur
Amazonas;91;   La   ?Vict!ori'&#a   ;91430;1432,794978;652;85;Región Centro Sur
Ama%zonas;91; Mirit#i Par?aná;91460;16867,53254;1860;100;Región Centro Sur
Amazo>nas;91;Pu?erto !Alegr*ía ;91530;8494,182494;759;96;Región Centro Sur
Ama%zo>nas ;91; P#&u'erto Arica;91536;13791,32699;1027;100;Región Centro Sur
   Ama%zo>nas   ;91;Puer*to #Na?riño;91540;1509,204302;9997;72;Región Centro Sur
Ama%zonas   ;91;P#u!e*rto &  Santander ?  ;91669;14731,0885;1765;96;Región Centro Sur
 Amazonas ;91;Tara?pa'cá;91798;9195,877935;3869;90;Región Centro Sur
Guain>ía;94; I?nírid#a ;94001;15970,19859;32673;81;Región Llano
Guainía;94; ?B*arr#anco Min&'as;94343;14395,67755;8042;87;Región Llano
 Guai>nía;94;Mapiri!?p&ana ;94663;;1048;84;Región Llano
GU%ai>nía ;94;San'   Fe&lipe;94883;2926,365121;1706;89;Región Llano
   Guain>ía   ;94;   Puert'o  ! Colombia;94884;15700,71281;1934;93;Región Llano
   GU%ainía   ;94;La   Guadalu!pe;94885;1178,870686;288;96;Región Llano
GU%ainía;94;Cacah!ual;94886;2335,324705;886;85;Región Llano
GUainía   ;94;Pana ? & Pana #  ;94887;10227,14678;1959;93;Región Llano
GU%ainía ;94; &  Mo#richal;94888;8555,058239;937;100;Región Llano
GUavi>are ;95; San& José del Guaviare ;95001;16768,51512;54333;70;Región Llano
   Guaviare;95;C'alam?&a!r   ;95015;13556,41522;9801;81;Región Llano
GUaviare;95;   El  *? Retorno   ;95025;12442,22577;13684;77;Región Llano
 GUa%viare ;95;   Mi&!rafl'?or*es   ;95200;12808,07706;6898;81;Región Llano
 Vaupés;97;M*it!ú ;97001;16215,73726;31302;77;Región Llano
 Va%Up>és ;97;C!a*#ruru;97161;6368,486418;3056;85;Región Llano
Vaup>és;97;P*a!coa   ;97511;13993,25057;4229;91;Región Llano
   Vaupés   ;97;Tara#?ir&*a'   ;97666;6510,246561;2318;97;Región Llano
 Va%Upés ;97;Papuna!ua ;97777;5551,153548;749;95;Región Llano
Vaup>és;97;Y#*ava'ra?t!é ;97889;4660,40565;1067;92;Región Llano
 Vi%ch>ada;99;   Puerto   Carr#eño'   ;99001;12204,9514;20474;81;Región Llano
Vichada;99;La Prima&*'!ve#ra;99524;18569,33766;9799;85;Región Llano
Vi%ch>ada;99;Santa   ?Rosalía;99624;3691,869191;4130;81;Región Llano
Vichada   ;99;C#u'?mar!ibo;99773;65597,21235;76196;87;Región Llano
