V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;VENTASNOP;GASTOS;GASTOSNOP;GASTOPNOP
987670;464;464-465;4;2005;0;1750909;408782,5;125;0;129169;0;12965;42412;7325;6789;5747;3567;22354;0;61644;0;0;116685,5;483062;243151;7141399;1342126,5;10;0;10;0;0;0;10;0;0;4;6;0;0;0;0;0;0;4;6;483062;142581;625643;86963,12;0;0;712606,12;1962800;1871691;5410382;1917245,5;5410382;5410382;0;6031106;383330;7140649
987679;466;466-469;14;2002;0;987853;143263;0;0;17433;0;69255;0;1431;5938;5371;1432;0;0;15967;0;0;26436;240766;100162;6414054;844590;14;0;14;0;0;0;14;0;0;4;10;0;0;0;0;0;0;4;10;240766;64357;305123;30847,32;0;0;335970,32;1506170;1504295;5434047;1505232,5;5434047;5434047;0;5640932;149200;6146507
987680;465;464-465;14;1982;323000;1989900;241328;0;0;50797;0;51591;20915;1734;7724;13709;2022;2241;13351;34874;0;0;42370;522041;263459;6946062;1748572;24;1;0;24;0;1;26;1;0;0;0;10;14;0;0;1;0;12;14;0;138163;0;110690,08;0;515019;625709,08;1194169;1367411;4642074,252;1280790;4642074;4965074;0;5318488;295591;6399579
987691;466;466-469;14;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
987704;464;464-465;14;2012;0;2298269;998779;0;43072;50082;0;247059;63822;2091;8309;28179;3169;348483;18728;72228;0;44320;69237;578131;211831;8170342;1299490;30;0;30;0;0;2;32;0;0;14;16;0;0;0;0;2;0;16;16;567594;104767;672361;94475,76;0;0;766836,76;1971853;1495756;5874921;1733804,5;5874921;5874921;0;7010475;948563;8785391
987707;4711-472;471-472;11;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
987762;464;464-465;2;2008;0;671395;116181;0;0;27112;0;47040;7706;771;1994;5961;772;380;0;10031;0;0;14414;224621;76244;3676088;555214;14;0;14;0;0;0;14;0;0;2;12;0;0;0;0;0;0;2;12;224621;42321;266942;28939;0;0;295881;319272;353496;2829642;336384;2829642;2829642;0;2993725;46835;3358168
987769;462;462-463;11;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988672;462;462-463;14;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988681;466;466-469;4;1988;0;597104;340233,5;0;0;18210;0;216548;37235;1805;4853;17451;2106;0;0;9764;0;0;32261,5;127174;53144;3763359;256870,5;8;1;8;0;0;0;9;0;1;2;6;0;0;0;0;0;0;2;7;127174;27620;154794;22684,24;0;0;177478,24;1195706;549157;3167804;872431,5;3167804;3167804;0;3586843;80333;3866737
988702;464;464-465;14;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988711;4751-4752;474 - 475;14;2002;0;1972169;190881;315;15293;66916;0;0;8545;6647;29442;6158;8757;0;0;17506;0;0;31302;424577;153185;9751313;1781288;39;0;39;0;0;1;40;0;0;24;15;0;0;0;0;1;0;25;15;414513;82360;496873;61369,96;0;0;558242,96;4865411;6736000;7802434;5800705,5;7802434;7802434;0;8105355;412261;9172589
988714;462;462-463;14;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988721;4771;476 - 477;14;2004;0;4171257;2037605,5;0;59210;120910;13440;1064982;7054;12700;217103;40897;5799;118926;38623;137356;0;0;120847,5;1028202;471140;9555358;2133651,5;62;2;34;28;5;3;72;0;2;30;4;10;18;2;3;2;1;44;28;697020;286295;933935;161337,32;79758;311800;1407072,32;948606;809920;5383530;879263;5383530;5383530;0;7576984;127482;9329018
988752;4741-4742;474 - 475;14;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988783;451;451;14;2010;1016805;5577356;1300105,5;0;0;116496;20358;479167;41184;80635;149075;48253;16450;40718;211350;69856;0;0;26563,5;1468271;544011;37334469;4277250,5;63;0;63;0;0;3;66;0;0;28;35;0;0;0;0;1;2;29;37;1436711;259504;1696215;239514,92;0;0;1935729,92;6915557;5786513;31043637,16;6351035;31043637;32060442;0;33691030;1479959;37251196
988784;4773;476 - 477;14;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988785;464;464-465;14;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988791;462;462-463;14;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988797;466;466-469;14;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988800;4741-4742;474 - 475;14;2011;0;1766824;661622,5;0;0;31673;0;347018;15776;0;145885;18191;8494;729;0;55311;0;0;38545,5;643625;325186;7938671;1105201,5;45;1;45;0;0;2;48;1;0;34;11;0;0;0;0;2;0;37;11;630265;154880;785145;147863,44;0;0;933008,44;3768905;3764455;6137094;3766680;6137094;6137094;0;6887898;14801;7871510
988804;465;464-465;14;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988807;466;466-469;14;2012;0;55032983;17025770;0;0;714821;14436;171174;555745;321580;845245;649435;78590;3351973;48542;1755461;0;58579;1411383;9352461;2560103;326421451;38007213;276;0;276;0;64;12;352;0;0;84;192;0;0;12;52;4;8;100;252;9255398;1066626;10322024;1294070,52;1492395;0;11616094,52;69090343;91769080;271396314;80429711,5;271396314;271396314;0;285690592;33785925;334541393
988808;466;466-469;14;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988809;473;473;14;2012;0;1348739;382891,5;0;0;28990;0;0;17578;6588;158349;5434;6291;80557;240;61340;0;0;17524,5;274460;88503;7279468;965847,5;19;1;19;0;0;1;21;0;1;9;10;0;0;0;0;1;0;10;11;264073;42021;306094;40997,92;0;0;347091,92;176847;186571;5943439;181709;5943439;5943439;0;6393580;0;6794830
988812;464;464-465;14;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988815;4772;476 - 477;14;2012;0;1067942;539578;0;28075;0;0;403403;32266;5391;5699;1237;444;0;17662;0;0;0;45401;110152;37827;2509688;528364;8;0;0;8;0;1;9;0;0;0;0;6;2;0;0;0;1;6;3;0;19297;0;16092,32;0;103839;119931,32;65711;23000;1455550;44355,5;1455550;1455550;0;2069245;64043;2288631
988837;462;462-463;14;1998;0;1598739;362909;0;7622;39210;0;3708;23577;8278;160277;13804;7302;1639;206;40683;0;0;56603;556388;207725;5471550;1235830;31;0;31;0;0;2;33;0;0;14;17;0;0;0;0;0;2;14;19;535321;117346;652667;77628,36;0;0;730295,36;2444870;1960949;3913359;2202909,5;3913359;3913359;0;4388274;54876;5278544
988840;473;473;14;1998;0;910305;398837;0;0;2031;0;0;1444;87647;234980;1000;33378;4190;0;34167;0;0;0;287325;88393;10675274;511468;15;0;15;0;0;1;16;0;0;2;13;0;0;0;0;0;1;2;14;276525;43352;319877;39318,36;0;0;359195,36;196643;110022;9752259;153332,5;9752259;9752259;0;10167748;265900;10812653
988855;462;462-463;14;2007;0;2011203;622878;0;0;219361;0;12063;53314;0;9783;21198;5467;196702;1711;90086;0;0;13193;1219552;622302;26703503;1388325;73;0;73;0;0;3;76;0;0;23;50;0;0;0;0;0;3;23;53;1184249;415078;1599327;176929,12;0;0;1776256,12;2126577;1620569;24651752;1873573;24651752;24651752;0;25398551;409793;27650198
988865;464;464-465;4;2009;0;2012273;2189527,5;0;0;15029;9000;126927;19356;40371;27203;15593;3342;584154;209252;51829;0;0;50546,5;584296;188247;20532363;-177254,5;22;0;22;0;48;1;71;0;0;14;8;0;0;16;32;1;0;31;40;574660;90621;665281;84626,72;1036925;0;749907,72;4072349;1983181;18500198;3027765;18500198;18500198;0;19785164;227098;21907417
988869;465;464-465;14;2009;18925;4531349;899972;1169;0;63758;0;261683;33915;8034;79335;49811;4599;219432;0;71926;0;0;106310;966946;321507;18939679;3631377;43;2;43;0;0;3;48;1;1;21;22;0;0;0;0;0;3;22;26;937673;175849;1113522;127501,68;0;0;1241023,68;3881985;3231539;14398317,01;3556762;14398317;14417242;0;15519455;1843915;18677349
988873;4711-472;471-472;14;2010;0;61385286;38664487,5;120499;1666698;645409;1903414;2507482;353119;1624880;6871373;379443;298720;1541745;1953715;1354592;0;0;538495,5;11104726;4069508;383954754;22720798,5;504;0;495;9;667;32;1203;0;0;297;198;3;6;400;267;13;19;713;490;10534971;2370859;12852665;1440496,84;11606884;241662;14534823,84;28525183;32957082;322685397;30741132,5;322685397;322685397;0;348462820;3040753;378284691
988885;451;451;14;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988888;462;462-463;14;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988894;4771;476 - 477;14;2010;0;2350049;781535,5;0;1170;0;0;409434;16142;11539;230681;11570;5579;2868;22270;23134;5153;0;41995,5;945046;327352;5639674;1568513,5;73;1;0;73;0;1;75;0;1;0;0;50;23;0;0;1;0;51;24;0;171415;0;136227,24;0;927080;1063307,24;3186359;4143281;3289054;3664820;3289054;3289054;0;4164350;82033;5597209
988901;4773;476 - 477;14;1996;56353;839319,6667;380203,3333;105;1327,666667;67426,66667;0;110492,6667;8411;27771,66667;32426,66667;20728,33333;4405;7251;27083,66667;31731,66667;0;0;35417;295557;107957,3333;2352307,667;459116,3333;20,33333333;0;12;9;1;1;23;0;0;10;1,666666667;5,666666667;3;0,666666667;0,333333333;0,333333333;0;16,66666667;5;180747,6667;59616;218373;41738;5625,333333;112117,3333;372228,3333;2089429,667;1855862,667;1456635,125;1972646,167;1456635;1512988;0;1979984;785302;3224988,667
988902;4773;476 - 477;14;2003;0;5725176;3533716,5;0;73874;558356;156882;613245;85945;24033;178366;61239;12146;152256;112790;252094;0;0;247941,5;1114807;408569;17138767;2191459,5;56;0;56;0;13;2;71;0;0;45;11;0;0;6;7;2;0;53;18;1107695;262068;1369763;127179,32;316487;0;1496942,32;10034791;6788128;11605291;8411459,5;11605291;11605291;0;14649792;973351;17555211
988905;4773;476 - 477;14;2011;0;1515300;978995;0;0;76845;0;716072;2556;6563;39934;10627;1587;14983;39770;55145;0;0;14913;203509;183737;4025715;536305;23;0;23;0;0;2;25;0;0;16;7;0;0;0;0;1;1;17;8;199458;53740;253198;119421,4;0;0;372619,4;5532621;5005924;2318715;5269272,5;2318715;2318715;0;3349197;1229;3785664
988923;464;464-465;14;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988926;466;466-469;14;2004;0;7501509;1284985;39;0;11203;100418;360023;42882;8410;34534;64255;9784;52327;54046;13407;0;0;13113;999322;378096;44803872;6216524;61;0;9;52;28;2;91;0;0;4;5;21;31;20;8;0;2;45;46;140400;217712;183942;138760,16;520544;839002;1161704,16;6309017;4811476;37294517;5560246,5;37294517;37294517;0;38382191;389412;40775900
988930;451;451;14;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988953;473;473;14;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988965;466;466-469;14;2015;0;1224509;618488,5;51;0;214920;0;184378;10316;11055;21008;13222;1299;77750;0;31315;0;0;53174,5;212920;88239;5008166;606020,5;14;0;14;0;0;1;15;0;0;3;11;0;0;0;0;1;0;4;11;206585;51007;257592;32315,76;0;0;289907,76;541455;392343;3791503;466899;3791503;3791503;0;4491451;192769;5056843
988990;4751-4752;474 - 475;4;2003;0;2512374;836175,5;0;0;96330;6659;184910;24073;7921;84998;30078;1215;208523;26775;103391;0;0;61302,5;459187;177447;13866102;1676198,5;42;0;42;0;0;0;42;0;0;23;19;0;0;0;0;0;0;23;19;459187;91918;551105;76773,96;0;0;627878,96;4590647;5152536;11100475;4871591,5;11100475;11100475;0;12094884;378616;13176554
988996;454;453-454;14;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988999;4771;476 - 477;14;2010;0;1172638;248668;0;0;18480;0;83173;17935;1680;119125;3200;581;0;1368;972;0;0;2154;569976;178886;3553826;923970;42;2;42;0;0;2;46;0;2;18;24;0;0;0;0;1;1;19;27;554167;100813;654980;68056,84;0;0;723036,84;2070590;2292157;2381759;2181373,5;2381759;2381759;0;2694509;55096;3536646
989099;465;464-465;14;2011;0;9884471;1649659;0;0;41299;0;46501;42542;2489;18053;31313;4438;65409;2000;55890;0;52224;694269;2770295;1073119;39299849;8234812;86;0;86;0;0;0;86;0;0;35;51;0;0;0;0;0;0;35;51;2770295;536133;3306428;449883,04;0;0;3756311,04;556307;458364;29424290;507335,5;29424290;29424290;0;31579234;325441;36533783
989105;462;462-463;4;1988;0;1015230;319466;0;0;51281;0;79496;11450;5297;2220;10746;894;1933;80;140805;0;0;15264;430360;155356;6553367;695764;39;2;39;0;0;2;43;1;1;6;33;0;0;0;0;2;0;9;34;415725;89338;505063;56902,88;0;0;561965,88;287879;280332;5669826;284105,5;5669826;5669826;0;6048609;53263;6738655
989115;465;464-465;14;2013;0;714616;219718,5;0;447;38841;0;123155;2948;23444;6304;8382;2186;7028;352;460;0;0;6171,5;95466;94089;2995843;494897,5;5;0;5;0;0;0;5;0;0;4;1;0;0;0;0;0;0;4;1;95466;26659;122125;59788,24;0;0;181913,24;6477348;4205033;2272315;5341190,5;2272315;2272315;0;2531645;31376;2755640
989120;4741-4742;474 - 475;14;1992;0;2127032;741808;294;0;7500;256937;77518;8024;9303;12376;11775;4131;63804;182894;15972;0;0;91280;270900;107532;12104175;1385224;9;0;9;0;0;0;9;0;0;5;4;0;0;0;0;0;0;5;4;270900;61150;332050;39671,52;0;0;371721,52;6948544;5350834;10011896;6149689;10011896;10011896;0;11007193;309659;11715659
989121;466;466-469;14;1993;0;3986548;673401;0;0;150037;158630;116980;21212;6787;16867;18118;1557;13568;3194;108972;0;0;57479;520726;263633;19893917;3313147;36;0;2;34;0;2;38;0;0;0;2;7;27;0;0;1;1;8;30;87167;148304;107753;103466,52;0;420214;631433,52;5642894;2824378;15915215;4233636;15915215;15915215;0;16982177;577855;18425881
989134;462;462-463;4;1994;0;3799719;908340,5;0;28510;13165;9890;65084;11461;5325;4088;12004;1471;265320;143;33224;0;0;458655,5;550717;209302;7444992;2891378,5;28;0;8;20;0;2;30;0;0;6;2;18;2;0;0;2;0;26;4;269595;100536;304612;93187,92;0;266082;663881,92;1093585;1283814;3513584;1188699,5;3513584;3513584;0;4971177;822120;6657814
989153;465;464-465;5;2000;1321266;4896491;1065274;2651;0;144163;0;289008;63987;16388;26555;88404;7438;44964;10204;28402;0;0;343110;1277781;761942;10679967;3831217;76;0;43;33;0;2;78;0;0;8;35;5;28;0;0;0;2;13;65;650162;489558;866375;237219,36;0;606199;1709793,36;3387575;4847211;4399545,321;4117393;4399545;5720811;0;7260033;618816;9953714
989157;465;464-465;14;2004;0;8098679;3378456,5;150;0;497792;0;1080688;70475;211930;76614;96465;12213;235060;3662;239303;0;302881;248342,5;2669565;1215081;15153006;4720222,5;111;0;96;15;16;4;131;0;0;50;46;13;2;8;8;3;1;74;57;2447936;669827;3075596;468365,44;302881;182981;3726942,44;6924153;6463355;7063239;6693754;7063239;7063239;0;10478053;4090864;18914157
989161;465;464-465;5;1995;339540;45324835;3085644,5;1181;0;121364;493060;258038;225329;7267;44188;143751;12915;386143;7225;67721;0;0;1317462,5;8973297;4160797;102494694;42239190,5;131;0;79;52;0;4;135;0;0;38;41;27;25;0;0;0;4;65;70;5361073;2100973;6621657;1670697,36;0;3574048;11866402,36;17415845;25485039;56892984,02;21450442;56892984;57232524;0;63309445;2982855;79629521
989163;465;464-465;4;1995;3098050;8910941;755252;0;0;39670;206780;33800;34680;3644;1345;25230;4050;312344;0;20115;0;13459;60135;2088187;1195915;16930130;8155689;50;0;4;46;0;2;52;0;0;2;2;28;18;0;0;1;1;31;21;527432;521216;671504;604159,16;0;1547060;2822723,16;4074580;5670955;4875540,636;4872767,5;4875540;7973590;0;8968977;153989;12458845
989168;466;466-469;14;1995;0;1245608;735884,5;66192;0;28969;0;311674;17809;20458;119423;27131;19028;17809;574;29862;0;0;76955,5;414133;171624;9146309;509723,5;26;0;26;0;0;2;28;0;0;6;20;0;0;0;0;1;1;7;21;400383;92775;493158;68848,52;0;0;562006,52;1188043;45916;7892855;616979,5;7892855;7892855;0;8778347;390110;9836001
989169;465;464-465;14;1995;0;2332038;1895723,5;0;0;51248;0;38226;18940;28050;10243;42574;2323;87860;3900;17109;0;0;254876,5;1400035;652147;5729119;436314,5;43;0;43;0;33;2;78;0;0;17;26;0;0;21;12;1;1;39;39;1380881;325633;1706514;288926,8;1340374;0;1995440,8;4216132;10355590;3388169;7285861;3388169;3388169;0;4382574;173580;7962304
989170;465;464-465;14;1996;96371;3044455;1139740;0;0;38500;427;229128;54710;53827;11503;62161;4621;244609;15101;53861;0;36813;285279;1238710;741845;5770280;1904715;31;0;31;0;2;1;34;0;0;8;23;0;0;1;1;0;1;9;25;1231914;365741;1597655;318417,84;49200;0;1916072,84;1227425;794967;2638366,095;1011196;2638366;2734737;0;4240550;626323;7208408
989175;465;464-465;99;1996;1859670;14216391;1644457;0;0;275651;0;528495;116898;9129;20053;87502;3099;4636;23135;307856;0;0;268003;2522175;1815015;42446576;12571934;59;0;59;0;0;2;61;0;0;26;33;0;0;0;0;0;2;26;35;2506081;1205591;3711672;531865,68;0;0;4243537,68;4043351;5905511;26449594,37;4974431;26449594;28309264;0;30747642;0;35084832
989188;466;466-469;14;1997;375;5037073;1681249;0;11278;417620;133422;768354;26900;4288;10326;27455;4049;61696;92970;7793;0;0;89505;999847;474155;16853427;3355824;25;0;2;23;1;0;26;0;0;0;2;11;12;0;1;0;0;11;15;177396;233226;196757;208671,88;25593;822451;1227879,88;6310175;5369602;11808133;5839888,5;11808133;11808508;0;13705390;436220;15997443
989189;465;464-465;4;1996;520562;5573380;1092933;0;0;345114;90292;21295;113335;20214;15495;36579;7611;188242;0;55060;0;65340;134356;1751356;679341;12462711;4480447;61;0;8;53;0;4;65;0;0;2;6;17;36;0;0;4;0;23;42;531516;316328;615294;315937,72;0;1178819;2110050,72;3696932;7247034;6323170,095;5471983;6323170;6843732;0;8263859;522129;11363754
989192;465;464-465;4;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
989196;453;453-454;14;1997;0;7846622,333;3242162;56;35205,66667;230587,3333;349543;832268,3333;131324,3333;71258,66667;19868,33333;58160;8452,666667;625630,3333;104086,3333;37687;311459,6667;0;287323,3333;1758281,667;688342,3333;29490541,67;4604460,333;47,66666667;0;46;2;6;1;55;0;0;18,66666667;27,33333333;0,666666667;1;2,666666667;3;0,333333333;0,666666667;22,33333333;32;1699018;328925,6667;2017878,333;310507,2;101698,6667;49171,66667;2377557,2;41057863,67;7918158;21643919,33;24488010,83;21643919,33;21643919,33;0;25441680,33;2257917,333;30726868,33
989197;464;464-465;5;1997;0;1724450;906302,5;0;30070;117355;0;176169;13253;2255;25749;30897;23353;221424;130997;22886;0;0;61839,5;481001;322651;4165189;818147,5;8;0;8;0;3;1;12;0;0;8;0;0;0;3;0;1;0;12;;480563;200210;680773;104342,92;50055;0;785115,92;3623789;3858470;2451889;3741129,5;2451889;2451889;0;3414579;547784;4875120
989198;466;466-469;4;1998;0;2312421;475232,5;39;0;45960;0;141650;21545;45431;13215;11644;7019;5661;7884;58106;19747;0;97331,5;995988;486939;3697544;1837188,5;37;4;37;0;0;0;41;2;2;18;19;0;0;0;0;0;0;20;21;995988;254945;1250933;199669,12;0;0;1450602,12;1528042;1932000;1383574;1730021;1383574;1383574;0;2078761;115346;3707139
989199;465;464-465;14;1998;0;68905428;5087821;3006;115744;234605;0;354806;416;260880;65442;85916;30221;1709922;403761;701977;0;0;555829;3844787;1687927;128621190;63817607;100;0;76;24;1;7;108;0;0;45;31;18;6;1;0;4;3;68;40;3625737;927257;4508962;637680;15892;178189;5324831;22348586;40404574;59724674;31376580;59724674;59724674;0;66251821;4974704;77238690
989200;465;464-465;4;1996;0;3703442;354336,5;197;0;37173;0;116288;10636;0;4920;34062;2676;2665;9956;72037;0;0;63726,5;1027640;402754;15755671;3349105,5;36;0;36;0;0;1;37;0;0;26;10;0;0;0;0;1;0;27;10;1020965;207790;1228755;160916,56;0;0;1389671,56;489295;379954;12097828;434624,5;12097828;12097828;0;12738584;345159;14743269
989201;466;466-469;4;1998;0;6902386;2419908,5;0;27271;666365;0;345624;53389;17684;29462;65981;6074;348401;7467;64459;408589;20421;200916,5;1116767;611282;18751130;4482477,5;28;0;28;0;2;2;32;0;0;9;19;0;0;2;0;1;1;12;20;1097171;251537;1348708;313351,8;157805;0;1662059,8;4158738;3974668;11850293;4066703;11850293;11850293;0;14462760;4309630;21038309
989208;466;466-469;14;2010;0;4615415;1571905,5;0;0;296274;0;273709;35414;4064;1090;42200;3069;471377;8900;99683;0;0;336125,5;932693;457700;15356976;3043509,5;25;0;25;0;0;1;26;0;0;9;16;0;0;0;0;0;1;9;17;925875;229538;1155413;203821,6;0;0;1359234,6;14611077;3135208;10733715;8873142,5;10733715;10733715;0;12700865;1488063;15886775
989209;466;466-469;14;1998;0;10312572;2522178,5;1;0;231642;0;761861;54455;1919;2499;59399;3759;413006;127064;26772;198;21539;442206,5;1735520;768345;22723209;7790393,5;24;0;24;0;10;1;35;0;0;10;14;0;0;5;5;0;1;15;20;1731014;390736;2121750;324773;375858;0;2446523;4361364;4310263;12418483;4335813,5;12418483;12418483;0;15233000;571545;19167871
989211;465;464-465;4;1999;0;3544964;1371614;13157;0;520250;0;8774;208427;6070;39908;121634;37847;214059;0;163012;0;21554;16922;574789;275212;9105330;2173350;29;0;29;0;0;1;30;0;0;15;14;0;0;0;0;1;0;16;14;563635;123030;686665;139556,24;0;0;826221,24;222870;183170;5514767;203020;5514767;5514767;0;7030896;0;7935517
989212;465;464-465;14;1999;0;17040496;5917218;0;0;3632128;0;534022;105239;47487;14987;144098;5344;108767;14486;11250;0;0;1299410;1517312;620789;32868657;11123278;76;0;44;32;0;2;78;0;0;6;38;11;21;0;0;2;0;19;59;950320;414435;1141320;154635,76;0;544000;1839955,76;8356488;10829570;15837073;9593029;15837073;15837073;0;23195420;225927;25559448
989213;462;462-463;14;1999;0;4633613;1342339,5;295;56048;82133;95724;242567;39940;9294;69725;34813;6964;188229;14406;171022;641;0;184080,5;908863;428111;11707233;3291273,5;43;0;43;0;6;2;51;0;0;32;11;0;0;5;1;2;0;39;12;896564;230517;1127081;169174,56;146458;0;1296255,56;1545651;1535267;7114168;1540459;7114168;7114168;0;8569263;1147764;11298907
989218;465;464-465;5;1999;0;9327661;971984;359;0;239125;0;133223;58023;16141;9243;46959;5053;216086;0;67922;0;42000;106350;1852742;857081;25667586;8355677;35;0;35;0;1;2;38;0;0;14;21;0;0;1;0;0;2;15;23;1831030;430592;2261622;357028,84;31500;0;2618650,84;2845979;1954269;16277260;2400124;16277260;16277260;0;17612192;973305;21987895
989229;466;466-469;14;2000;0;3381145;1509654;0;14510;58936;0;315725;8890;0;11597;14613;4407;135944;713078;147173;0;0;84781;846061;352128;8256088;1871491;29;2;29;0;0;0;31;0;2;12;17;0;0;0;0;0;0;12;19;846061;181943;1028004;147076,6;0;0;1175080,6;1544728;708090;4867097;1126409;4867097;4867097;0;6599454;219947;8057139
989242;465;464-465;4;2001;84270;7157218;1206688;0;0;726667;0;259678;55430;9645;8349;33642;681;51515;600;20191;0;0;40290;1225999;757638;16498797;5950530;14;0;12;2;0;0;14;0;0;5;7;0;2;0;0;0;0;5;9;1196234;323903;1513642;369533,24;0;29765;1912940,24;364368;377981;9302908,227;371174,5;9302908;9387178;0;10883847;1762232;14848239
