V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;VENTASNOP;GASTOS;GASTOSNOP;GASTOPNOP
995360;4711-472;471-472;11;1991;0;1938060;446927;0;64137;15250;0;176818;11773;12418;107931;2721;4109;1024;11219;35243;0;0;4284;432379;148530;12588849;1491133;30;0;21;9;0;1;31;0;0;10;11;5;4;0;0;1;0;16;15;322003;75909;377096;64877,88;0;104593;546566,88;656122;667856;10650789;661989;10650789;10650789;0;11184669;13248;11813347
995365;462;462-463;11;2003;0;805478;272423;0;81344;0;0;0;22290;0;5514;4426;1;99645;0;39977;0;0;19226;95135;46411;2293479;533055;8;0;8;0;0;0;8;0;0;4;4;0;0;0;0;0;0;4;4;95135;16278;111413;28068,28;0;0;139481,28;101739;157658;1488001;129698,5;1488001;1488001;0;1791609;84639;2024376
995366;465;464-465;14;1977;0;738736;116997;0;0;22920;0;36000;3711;2247;5000;7187;951;11149;0;1772;0;0;26060;173800;69771;2328836;621739;12;0;12;0;0;0;12;0;0;8;4;0;0;0;0;0;0;8;4;173800;44031;217831;21614,48;0;0;239445,48;167982;150737;1590100;159359,5;1590100;1590100;0;1760545;6154;2022656
995369;4751-4752;474 - 475;14;2011;0;677090;239130,5;0;2116;17883;0;154972;3478;4623;9792;12150;1546;6485;0;12664;0;0;13421,5;154346;70014;3498476;437959,5;14;0;0;14;0;0;14;0;0;0;0;6;8;0;0;0;0;6;8;0;45262;0;20968,64;0;154346;175314,64;528724;363417;2821386;446070,5;2821386;2821386;0;3106639;135210;3483828
995370;462;462-463;14;2011;0;7511521;2831116,5;1068;0;353764;0;432070;172058;179;8341;54460;4172;1374951;336261;9291;0;0;84501,5;757877;373632;24784970;4680404,5;31;0;31;0;0;0;31;0;0;16;15;0;0;0;0;0;0;16;15;757877;194016;567648;162215;0;0;729863;2311984;2039449;17273449;2175716,5;17273449;17273449;0;20443750;0;22621922
995371;464;464-465;11;2005;0;813572;301627,5;0;1926;76082;0;79988;8882;7390;15438;19709;591;33414;0;23992;0;0;34215,5;122709;52221;3301386;511944,5;10;0;10;0;0;0;10;0;0;2;8;0;0;0;0;0;0;2;8;122709;23672;146381;25696,36;0;0;172077,36;510838;357299;2488990;434068,5;2488990;2488990;0;2838793;172085;3197362
995374;4741-4742;474 - 475;14;1997;0;467682;133714;0;0;14979;0;77041;2600;3705;10968;10968;985;126;0;4422;0;0;7920;189753;86526;2027585;333968;11;0;11;0;0;0;11;0;0;4;7;0;0;0;0;0;0;4;7;189753;63438;253191;16397,12;0;0;269588,12;276219;269698;1559972;272958,5;1559972;1559972;0;1719303;21703;2027706
995376;466;466-469;4;1999;88326;424480;184765;0;1198;24272;83;26698;6434;5904;4051;8043;442;8983;0;10755;0;49572;18723;113885;43036;1393864;239715;8;0;7;1;0;0;8;0;0;1;6;0;1;0;0;0;0;1;7;99586;25358;121571;15542,16;0;14299;151412,16;521996;557524;881195,1636;539760;881195;969521;0;1175518;50204;1392610
995386;464;464-465;11;2000;0;1493290;341050;0;0;0;0;306000;0;8250;7200;14400;2200;0;0;3000;0;0;0;189997;85069;4496635;1152240;15;0;15;0;0;1;16;0;0;8;7;0;0;0;0;1;0;9;7;184697;38254;222951;42130,6;0;0;265081,6;2100452;1806500;3004521;1953476;3004521;3004521;0;3377350;12500;3694239
995387;4711-472;471-472;14;2014;0;723275;193695;0;16670;22350;0;5146;8721;4564;60835;4090;1831;43428;5047;11668;0;0;9345;231267;74169;5045245;529580;17;0;17;0;0;1;18;0;0;5;12;0;0;0;0;1;0;6;12;223557;36851;260408;32468,96;0;0;292876,96;400799;358835;4321451;379817;4321451;4321451;0;4543364;0;4865165
995388;464;464-465;14;1993;0;924894;431170;0;10281;2653;137;121535;914;0;3136;2981;406;260;200150;1190;2761;65983;18783;291419;106267;2800017;493724;16;2;16;0;0;1;19;1;1;7;9;0;0;0;0;1;0;9;10;283349;61577;344926;38408,48;0;0;383334,48;82142;244106;1875123;163124;1875123;1875123;0;2337887;43263;2796779
995392;466;466-469;14;2003;0;331248;144256;0;1744;12000;0;36000;636;5676;2094;3879;765;31120;0;30132;0;0;20210;68655;32719;2990854;186992;7;1;7;0;0;0;8;0;1;2;5;0;0;0;0;0;0;2;6;68655;18173;86828;12894,56;0;0;99722,56;1053472;1082856;2659606;1068164;2659606;2659606;0;2838695;10749;2958810
995394;453;453-454;4;2003;0;2102704;347088;0;9630;47162;0;74338;28708;0;3149;9548;4457;121710;249;6526;0;0;20899;637226;249455;7131158;1755616;19;0;19;0;0;1;20;0;0;4;15;0;0;0;0;0;1;4;16;631462;151414;782876;82212,6;0;0;865088,6;1876965;1017500;5028454;1447232,5;5028454;5028454;0;5469281;342549;6790294
995395;453;453-454;11;2003;0;291891;144666;0;0;15000;0;26235;865;744;6050;2616;1544;500;10000;5000;0;0;500;39226;16286;1042468;147225;4;1;4;0;5;0;10;0;1;1;3;0;0;2;3;0;0;3;7;39226;8913;48139;6586,76;75612;0;54725,76;365650;288990;750577;327320;750577;750577;0;827857;0;964865
995396;473;473;14;2010;33196;498086;240869,5;0;0;105154;0;6500;91993;9857;14455;4248;731;5281;984;705;0;0;961,5;183196;83990;5828121;257216,5;15;2;0;15;0;1;18;2;0;0;0;3;12;0;0;1;0;6;12;0;46909;0;32909,56;0;178354;211263,56;102450;262385;5297574,182;182417,5;5297574;5330770;0;5582291;135345;6005956
995397;462;462-463;14;2000;0;222878;68012;0;0;12400;0;100;0;1340;2721;38538;1895;3218;0;7800;0;0;0;34724;11632;2672878;154866;9;0;0;9;0;0;9;0;0;0;0;2;7;0;0;0;0;2;7;0;5906;0;5030,48;0;34724;39754,48;280000;181200;2450000;230600;2450000;2450000;0;2535464;0;2584189
995399;462;462-463;14;2007;0;449960;110170,5;35;0;6950;0;2000;13040;1368;9413;11973;1200;0;0;45739;0;0;18452,5;337367;141650;3458386;339789,5;25;0;0;25;0;1;26;0;0;0;0;9;16;0;0;1;0;10;16;0;74531;0;60854,84;0;326545;387399,84;375380;300138;3008426;337759;3008426;3008426;0;3150549;49416;3692425
995400;4751-4752;474 - 475;14;2000;0;2935854;849205,5;0;0;90612;0;50400;30389;1708;5223;14324;1353;528118;15816;92783;0;0;18479,5;278436;105477;18557690;2086648,5;24;0;3;21;0;1;25;0;0;2;1;3;18;0;0;0;1;5;20;57240;58494;69737;40981,48;0;210672;321390,48;637035;957274;15621836;797154,5;15621836;15621836;0;16571340;291371;17383988
995409;466;466-469;14;2013;0;1094006;63799,5;0;2805;16603;0;1;3060;2021;6836;5292;1047;15570;0;6380;0;0;4184,5;191728;77118;4690021;1030206,5;18;0;18;0;0;0;18;0;0;3;15;0;0;0;0;0;0;3;15;191728;45806;237534;26997,76;0;0;264531,76;1954151;1019016;3596015;1486583,5;3596015;3596015;0;3685067;2795;3977896
995414;462;462-463;14;2005;0;2133475;757319;0;7357;109933;92050;106367;17383;0;23462;11801;2690;161727;20456;58123;0;0;145970;280578;96972;14667678;1376156;18;1;0;18;0;1;20;0;1;0;0;7;11;0;0;1;0;8;12;0;50600;0;40271,36;0;272531;312802,36;1801053;1044440;12534203;1422746,5;12534203;12534203;0;13578203;196841;14234113
995416;473;473;11;1994;0;626586;105591;0;0;11891;0;12000;7204;0;11304;3735;2299;27651;402;11906;0;0;17199;103105;33622;4828904;520995;10;1;10;0;0;0;11;0;1;2;8;0;0;0;0;0;0;2;9;103105;19156;122261;12502,08;0;0;134763,08;35621;15621;4202324;25621;4202324;4202324;0;4331101;23582;4504480
995424;466;466-469;14;2010;0;2495506;545838,5;0;0;28416;0;173230;9306;2763;6828;16035;4019;215500;5111;25131;0;28859;30640,5;533859;245314;24213904;1949667,5;28;0;28;0;0;1;29;0;0;16;12;0;0;0;0;0;1;16;13;523326;128560;651886;100006,08;0;0;751892,08;22532400;25090520;21718398;23811460;21718398;21718398;0;22362105;188029;23362807
995425;464;464-465;14;2007;0;2324790;504081;108;11234;47505;0;119673;13806;7822;5641;22446;1830;140204;69706;15865;0;0;48241;434180;184019;9998545;1820709;20;0;20;0;0;2;22;0;0;8;12;0;0;0;0;2;0;10;12;421955;111435;533390;62181,44;0;0;595571,44;2496124;2329608;7673755;2412866;7673755;7673755;0;8295477;410506;9405324
995428;465;464-465;14;2010;20068;2195603;470650;130;2509;45137;2697;77256;11158;20077;11409;26298;2265;200193;18575;21168;0;0;31778;609772;252782;5960073;1724953;34;1;6;28;0;1;36;0;1;1;5;7;21;0;0;1;0;9;27;77531;137657;95427;99443,88;0;524341;719211,88;1983521;1529732;3744402,011;1756626,5;3744402;3764470;0;4345577;344255;6056090
995429;4711-472;471-472;11;1997;0;372913;196773,5;0;15274;3607;0;0;9765;3738;44088;5189;2238;350;775;13765;0;0;3984,5;0;0;3259281;176139,5;0;2;0;0;10;0;12;1;1;0;0;0;0;7;3;0;0;8;4;0;0;0;0;94000;0;0;213090;352008;2886368;282549;2886368;2886368;0;3016442;76919;3187361
995430;453;453-454;14;2013;0;567087;193880;116;0;18500;0;27600;4193;4760;7403;18116;920;35915;1826;23648;0;37000;13883;193085;72191;2766661;373207;16;0;14;2;0;0;16;0;0;2;12;0;2;0;0;0;0;2;14;168949;42589;206214;25636,64;0;24136;255986,64;2648805;2150860;2199568;2399832,5;2199568;2199568;0;2427643;139235;2832154
995434;4773;476 - 477;14;2013;0;729141;261221;0;4702;37995;5474;164320;5697;759;13331;10690;873;4859;1590;2411;0;0;8520;255401;102708;3164996;467920;20;0;3;17;0;1;21;0;0;2;1;13;4;0;0;1;0;16;5;51000;61137;62790;35699,4;0;197774;296263,4;2425071;2011773;2435855;2218422;2435855;2435855;0;2742803;17040;3158451
995436;464;464-465;14;2013;0;833851;341685,5;0;3625;57598;9698;75000;8006;3200;7380;10668;4078;49522;33540;63370;0;0;16000,5;157653;62638;3761000;492165,5;11;0;0;11;0;0;11;0;0;0;0;7;4;0;0;0;0;7;4;0;31161;0;28009,48;0;157653;185662,48;566834;516508;2927149;541671;2927149;2927149;0;3316007;52690;3656472
995440;464;464-465;11;2002;0;613185;85067,5;0;1131;8294;0;41060;18482;1705;3124;2965;1203;1212;650;4161;0;0;1080,5;218436;79855;1804720;528117,5;19;1;19;0;0;1;21;1;0;12;7;0;0;0;0;1;0;14;7;209546;48435;257981;26643,76;0;0;284624,76;1179874;1440221;1190359;1310047,5;1190359;1190359;0;1285263;0;1605506
995445;4773;476 - 477;11;2000;0;487008;124479,5;0;434;16099;44373;25490;2543;1048;5856;4253;453;6490;3580;5537;0;0;8323,5;114257;49371;2249521;362528,5;10;0;10;0;0;0;10;0;0;4;6;0;0;0;0;0;0;4;6;114257;31044;145301;15818,76;0;0;161119,76;272339;302568;1762513;287453,5;1762513;1762513;0;1901212;67832;2140424
995447;4771;476 - 477;14;2010;0;1555929;771571,5;0;22572;142669;0;246220;11118;3350;46899;24324;519;1343;51332;23217;2088;0;88297,5;245998;90370;4198142;784357,5;14;2;14;0;6;1;23;2;0;14;0;0;0;3;3;1;0;20;3;245077;45192;290269;39895,52;107623;0;330164,52;1625380;1493871;2642213;1559625,5;2642213;2642213;0;3443421;24760;3958408
995456;453;453-454;11;2011;0;238331;20602,5;0;0;0;0;0;0;1479;3598;4058;1359;3975;0;844;0;0;5289,5;68581;28391;872314;217728,5;5;0;5;0;0;0;5;0;0;1;4;0;0;0;0;0;0;1;4;68581;13018;81599;13971,88;0;0;95570,88;80579;65000;633983;72789,5;633983;633983;0;668280;34044;807799
995457;4711-472;471-472;11;2006;0;320278;40312;65;0;10600;0;1800;0;2600;23907;700;245;110;0;0;0;0;285;119919;45944;2598995;279966;10;1;10;0;0;0;11;0;1;3;7;0;0;0;0;0;0;3;8;119919;22710;142629;18456,64;0;0;161085,64;328185;352813;2278717;340499;2278717;2278717;0;2321514;3677;2504542
995460;464;464-465;14;2011;0;1042234;161934;0;9195;13329;0;6723;5844;24969;69275;3909;1492;0;543;5403;543;0;20709;534397;196927;1766499;880300;46;0;46;0;0;1;47;0;0;32;14;0;0;0;0;1;0;33;14;526307;99049;625356;81676,64;0;0;707032,64;1837135;2148107;724265;1992621;724265;724265;0;932533;16366;1715945
995461;473;473;14;1997;0;2599712;662870;0;0;0;0;10000;2700;9600;27600;2760;3960;590000;0;5500;0;0;750;110170;48698;12268027;1936842;8;1;1;7;0;1;10;0;1;1;0;2;5;0;0;0;1;3;7;26112;28036;31595;18393,44;0;75178;125166,44;223544;2366168;9667580;1294856;9667580;9667580;0;10332800;6600;10514336
995465;4773;476 - 477;4;2003;0;605481;158467;850;6060;24625;0;68943;8165;1828;17272;10199;2125;2165;12102;4133;0;0;0;275752;105806;2170426;447014;14;0;14;0;0;0;14;0;0;9;5;0;0;0;0;0;0;9;5;275752;57058;332810;43097,6;0;0;375907,6;103837;196563;1564945;150200;1564945;1564945;0;1738699;0;2150010
995469;4711-472;471-472;14;1999;0;215204;44475;0;1250;14256;0;12624;0;149;8250;2272;3120;80;895;282;0;672;625;133999;51732;1834204;170729;10;1;10;0;0;0;11;0;1;2;8;0;0;0;0;0;0;2;9;133999;27828;161827;21297,76;0;0;183124,76;613207;201210;1618250;407208,5;1618250;1618250;0;1671739;1395;1873200
995471;4773;476 - 477;11;1997;0;331270;22134;0;0;12600;0;0;0;105;7991;447;241;0;0;0;0;0;750;103990;39835;3147560;309136;9;1;9;0;0;0;10;0;1;4;5;0;0;0;0;0;0;4;6;103990;22150;126140;15340,84;0;0;141480,84;191929;200624;2816290;196276,5;2816290;2816290;0;2841983;17946;3015939
995472;4711-472;471-472;14;2006;0;424502;152619,5;0;17020;13102;0;60000;5199;4896;13113;1789;1631;17001;0;11506;0;1400;5962,5;187164;75078;3995514;271882,5;14;1;14;0;0;1;16;0;1;2;12;0;0;0;0;1;0;3;13;176640;37942;214582;33415,92;0;0;247997,92;256554;301415;3571762;278984,5;3571762;3571762;0;3749933;11925;4042460
995474;462;462-463;11;1989;0;761411;54456,5;0;427;5500;0;0;16316;4680;4563;4369;590;4697;5770;3970;0;0;3574,5;144802;50110;12754992;706954,5;13;0;13;0;0;0;13;0;0;4;9;0;0;0;0;0;0;4;9;144802;28338;173140;18503,84;0;0;191643,84;1427213;1399781;11993581;1413497;11993581;11993581;0;12191943;5032;12408727
995475;4773;476 - 477;11;2011;0;462719;36878,5;0;4560;1192;0;10579;2811;1391;5283;4405;1161;203;0;1232;0;0;4061,5;123783;46032;2512186;425840,5;7;1;7;0;0;0;8;1;0;3;4;0;0;0;0;0;0;4;4;123783;23694;147477;19852,72;0;0;167329,72;319367;233699;2049467;276533;2049467;2049467;0;2096661;31286;2306522
995476;4751-4752;474 - 475;14;2010;0;446168;417306;0;3133;25855;0;51112;0;0;2180;1716;448;301495;73;10044;0;0;21250;295275;124632;3566454;28862;25;1;25;0;0;1;27;0;1;10;15;0;0;0;0;1;0;11;16;284742;82116;366858;36443,36;0;0;403301,36;899618;901596;3120286;900607;3120286;3120286;0;3571725;1432;4024283
995477;462;462-463;14;2013;0;1850297;427881,5;0;2002;92050;0;36000;17582;2130;72177;7765;486;36807;0;86157;0;0;74725,5;500629;208069;14425144;1422415,5;29;1;29;0;0;1;31;1;0;5;24;0;0;0;0;0;1;6;25;490095;120835;610930;76140,4;0;0;687070,4;337061;213742;12574847;275401,5;12574847;12574847;0;13151241;76639;13982458
995482;4773;476 - 477;11;1992;0;1008630;461594;0;22;33202;0;109951;0;2075;53947;4300;1943;212;1023;48631;2188;0;204100;424342;169562;9027804;547036;34;1;34;0;0;2;37;1;0;14;20;0;0;0;0;1;1;16;21;402387;107716;510103;52546,64;0;0;562649,64;1540600;1520375;8019174;1530487,5;8019174;8019174;0;8696733;8011;9343366
995484;473;473;14;1998;0;1146208;676714,5;0;0;26913;0;120000;9784;12500;94197;10550;11054;291883;20092;32108;0;0;47633,5;169138;94132;4347525;469493,5;6;2;6;0;0;0;8;2;0;1;5;0;0;0;0;0;0;3;5;169138;38142;207280;50715,36;0;0;257995,36;1439771;3683543;3200582;2561657;3200582;3200582;0;3930833;37107;4241881
995485;4773;476 - 477;11;1997;0;540669;115322;0;0;18440;0;28800;0;7018;19117;25080;1061;5980;2496;5445;0;0;1885;92165;34742;4476446;425347;8;0;8;0;0;0;8;0;0;4;4;0;0;0;0;0;0;4;4;92165;18281;110446;14323,48;0;0;124769,48;1041861;2910278;3935777;1976069,5;3935777;3935777;0;4057064;7852;4215217
995489;466;466-469;5;2008;0;16821637;7124710;468;18302;100658;10069;1241470;132350;88582;100318;109866;15686;3201248;41192;481464;0;141665;815027;1911678;699073;90197993;9696927;84;1;84;0;26;3;114;0;1;40;44;0;0;5;21;3;0;48;66;1887334;338109;2225443;315838,08;626345;0;2541281,08;17213719;12924681;73376646;15069200;73376646;73376646;0;81237620;17709410;102371740
995491;462;462-463;11;2001;0;676143;204962;304;268;12355;40526;18036;4186;1135;43609;5063;1272;10346;14600;34206;0;0;19056;190566;69552;4803634;471181;12;1;12;0;0;0;13;1;0;3;9;0;0;0;0;0;0;4;9;190566;44787;235353;21805,4;0;0;257158,4;173469;203065;4127491;188267;4127491;4127491;0;4354761;76453;4709496
995495;462;462-463;14;2011;0;3112254;1095053;0;9530;115872;0;532050;36660;85408;113316;29701;6764;79763;0;60054;0;0;25935;869718;318735;24643920;2017201;64;0;64;0;0;1;65;0;0;15;49;0;0;0;0;0;1;15;50;865329;149602;1014931;150515,8;0;0;1165446,8;210384;284687;21531666;247535,5;21531666;21531666;0;22673165;100794;24037475
995496;464;464-465;14;2012;0;2004920;809823;0;0;51095;0;219144;21489;608;1;7977;1;426781;640;9004;0;0;73083;398282;135470;13386764;1195097;29;0;0;29;0;2;31;0;0;0;0;16;13;0;0;1;1;17;14;0;71897;0;55077,8;0;382365;437442,8;1440874;839970;11381844;1140422;11381844;11381844;0;12281931;130166;12990627
995499;4759-4761;476 - 477;2;1984;0;3928488;2831768;0;0;52560;0;1538990;32849;26452;54211;32562;5689;124855;0;215689;0;0;47621;226532;153747;8375981;1096720;11;0;11;0;56;0;67;0;0;8;3;0;0;36;20;0;0;44;23;226532;45637;272169;99884,72;700290;0;372053,72;8745246;7953825;4451392;8349535,5;4451392;4451392;0;6865956;247706;8267231
995500;466;466-469;2;1983;0;599778;554083;0;0;34289;0;83952;3711;7207;37800;29400;3576;317575;17879;2841;0;0;15853;260298;125931;6493961;45695;11;1;11;0;0;0;12;1;0;1;10;0;0;0;0;0;0;2;10;260298;49456;309754;70154,84;0;0;379908,84;1245890;1270808;5894183;1258349;5894183;5894183;0;6610537;98420;7104352
995501;4771;476 - 477;14;2003;0;178094;101896,5;0;0;0;0;28764;3438;2560;21060;7050;6677;394;0;15544;0;0;16409,5;37200;20583;614118;76197,5;7;1;0;7;0;0;8;1;0;0;0;7;0;0;0;0;0;8;;0;8773;0;11009,2;0;37200;48209,2;78160;70589;436024;74374,5;436024;436024;0;567249;0;630042
995504;4711-472;471-472;14;2010;0;1256177;924905,5;0;5317;116605;0;274763;4958;25336;149432;25122;4799;19593;1486;37119;0;0;78412,5;538174;232342;9937069;331271,5;29;0;29;0;9;2;40;0;0;12;17;0;0;0;9;1;1;13;27;517107;143895;661002;76863,96;181963;0;737865,96;442588;385844;8681642;414216;8681642;8681642;0;9536170;53784;10602443
995505;466;466-469;14;2007;0;517234;114150,5;70;0;20797;0;0;5241;0;5847;23289;352;2420;4094;24803;0;0;27237,5;450863;164656;2253359;403083,5;17;0;17;0;0;1;18;0;0;5;12;0;0;0;0;1;0;6;12;445596;86893;532489;68566,68;0;0;601055,68;1546131;1471365;1736125;1508748;1736125;1736125;0;1891290;117464;2650547
995506;4773;476 - 477;11;1999;0;567683;184751;0;0;6100;0;128671;1999;0;23233;8938;1697;0;0;1250;0;0;12863;110254;65615;1703051;382932;9;1;9;0;0;0;10;0;1;9;0;0;0;0;0;0;0;9;1;110254;21024;131278;41278,6;0;0;172556,6;1528913;1097845;1135368;1313379;1135368;1135368;0;1367181;13996;1576556
995507;4771;476 - 477;11;1998;0;491649;231875,5;57;0;0;0;179786;0;0;38743;2777;2077;0;0;0;0;0;8435,5;161956;62837;1267866;259773,5;14;1;14;0;0;0;15;0;1;12;2;0;0;0;0;0;0;12;3;161956;36541;198497;23627,04;0;0;222124,04;804979;763013;776692;783996;776692;776692;0;1021711;1593;1262973
995509;4773;476 - 477;2;1995;0;444988;284132;0;2100;0;0;88226;28580;9348;77633;13852;3529;33350;4345;18554;0;0;4615;188517;80345;1132184;160856;16;0;16;0;0;0;16;0;0;14;2;0;0;0;0;0;0;14;2;188517;50183;238700;25939,6;0;0;264639,6;580635;510300;681564;545467,5;681564;681564;0;991716;66503;1341250
995510;465;464-465;14;2005;0;851433;375850,5;299;428;55506;1500;74127;9896;4326;16068;24839;2110;13687;72;147779;0;8433;16780,5;279279;165122;2762989;475582,5;20;0;0;20;0;0;20;0;0;0;0;4;16;0;0;0;0;4;16;0;73994;0;84901,36;0;279279;364180,36;709133;1492438;1911556;1100785,5;1911556;1911556;0;2342799;60356;2905280
995511;4773;476 - 477;4;2009;0;431638;189288;0;1089;26494;0;38623;9753;1758;39214;10311;90;715;0;16210;0;0;17258;96070;31782;1342637;242350;6;1;6;0;1;0;8;0;1;5;1;0;0;1;0;0;0;6;2;96070;18134;114204;11414,72;27773;0;125618,72;1577437;1453341;910999;1515389;910999;910999;0;1094645;50518;1312391
995512;4773;476 - 477;11;2002;0;391227;158350,5;0;5394;14480;0;85869;4259;0;11898;5103;516;8752;0;1723;0;0;20356,5;150088;64078;1020075;232876,5;9;1;9;0;0;0;10;1;0;8;1;0;0;0;0;0;0;9;1;150088;16018;166106;44138,32;0;0;210244,32;1528913;1097845;628848;1313379;628848;628848;0;843624;16323;1097289
995513;462;462-463;14;2011;0;3695725;1064465;0;4576;10000;0;360000;0;12584;407871;21991;7245;31055;18130;175349;0;0;15664;1061365;597495;26398030;2631260;80;1;80;0;0;1;82;1;0;49;31;0;0;0;0;1;0;51;31;1057515;243228;1300743;330579;0;0;1631322;1253766;1310820;22702305;1282293;22702305;22702305;0;23910187;228793;25896877
995514;4711-472;471-472;14;2016;0;591325;257560,5;0;12750;15700;0;76500;0;1677;71342;1830;2620;60600;0;8844;0;0;5697,5;274143;119829;4547901;333764,5;19;1;19;0;0;1;21;1;0;12;7;0;0;0;0;1;0;14;7;263943;62290;326233;51626,52;0;0;377859,52;1441942;1260450;3957326;1351196;3957326;3957326;0;4234254;14086;4646845
995516;466;466-469;14;2004;0;646166;147994;0;2249;22700;0;56685;11338;0;9471;7411;941;386;3083;14303;0;0;19427;226735;79196;3363541;498172;14;0;14;0;0;0;14;0;0;3;11;0;0;0;0;0;0;3;11;226735;41039;267774;31935,4;0;0;299709,4;1341908;1363148;2717375;1352528;2717375;2717375;0;2935928;26806;3268665
995518;462;462-463;14;2010;0;318154;108184;0;0;24525;0;55920;2642;0;8468;3607;155;0;0;5644;0;0;7223;114410;40385;3855745;209970;10;0;10;0;0;0;10;0;0;3;7;0;0;0;0;0;0;3;7;114410;19792;134202;18030,44;0;0;152232,44;995753;351800;3537591;673776,5;3537591;3537591;0;3682922;4350;3842067
995519;464;464-465;4;2005;0;1792484;157920,5;0;0;37950;0;24325;4791;2249;34867;5503;1124;10946;0;32437;0;0;3728,5;452190;149186;4273644;1634563,5;20;0;20;0;0;2;22;0;0;9;11;0;0;0;0;0;2;9;13;432300;81704;514004;57573,92;0;0;571577,92;324215;98350;2481160;211282,5;2481160;2481160;0;2658846;35680;3344163
995526;4711-472;471-472;14;2011;0;402408;121471;0;2000;18000;0;74614;0;330;7826;2123;314;0;0;650;0;0;15614;167955;64787;6100414;280937;14;0;14;0;0;0;14;0;0;3;11;0;0;0;0;0;0;3;11;167955;33565;201520;27281,28;0;0;228801,28;958637;665271;5698756;811954;5698756;5698756;0;5852064;33212;6131232
995533;4711-472;471-472;11;1993;0;111000;29032;0;0;7500;0;0;4368;0;2494;8940;977;0;3570;1183;0;0;0;87027;38150;3524000;81968;8;0;8;0;0;0;8;0;0;0;8;0;0;0;0;0;0;0;8;87027;22477;109504;13545;0;0;123049;791768;1617000;3413000;1204384;3413000;3413000;0;3459647;1540;3617364
995534;4771;476 - 477;11;1999;0;742520;227422;0;24048;0;0;58113;10449;3418;106344;9092;1919;0;3369;5522;0;0;5148;268889;94818;2944068;515098;21;1;0;21;0;1;23;0;1;0;0;15;6;0;0;0;1;15;8;0;50478;0;38527,76;0;259247;297774,76;560105;563297;2202023;561701;2202023;2202023;0;2476538;23828;2880155
995536;462;462-463;14;2001;0;968282;359417,5;0;20559;25900;14702;43179;7147;1903;16865;4656;247;189021;0;15364;0;0;19874,5;127386;44810;15559897;608864,5;12;0;12;0;0;0;12;0;0;1;11;0;0;0;0;0;0;1;11;127386;26114;153500;16332,8;0;0;169832,8;1605495;1320395;14591615;1462945;14591615;14591615;0;15023279;44445;15277258
995540;4751-4752;474 - 475;14;2012;0;1015365;366552;0;3400;9260;0;252696;3300;3600;15564;6261;1208;15676;3500;11247;0;0;40840;334899;118746;3459931;648813;20;1;10;10;0;1;22;1;0;7;3;5;5;0;0;1;0;14;8;185951;65744;223794;45914,08;0;138748;408456,08;1251239;1644239;2444566;1447739;2444566;2444566;0;2872707;33485;3386837
995541;4771;476 - 477;14;2008;0;706831;91036;10;0;6695;0;13950;0;0;56773;1801;1600;8059;1730;88;0;0;330;436714;159951;1633259;615795;37;0;37;0;0;1;38;0;0;24;13;0;0;0;0;1;0;25;13;426479;94632;521111;56864,68;0;0;577975,68;118445;122827;926428;120636;926428;926428;0;1031594;0;1628259
995542;464;464-465;14;2011;0;895994;228103;0;0;1350;0;107439;6461;1541;18201;12688;1000;3728;1150;10536;0;0;64009;315146;111591;5439065;667891;26;0;26;0;0;1;27;0;0;13;13;0;0;0;0;1;0;14;13;306541;61614;368155;43658,52;0;0;411813,52;1937143;1556640;4543071;1746891,5;4543071;4543071;0;4836097;0;5290899
995545;4771;476 - 477;14;2011;0;855512;342791;0;10559;114499;0;108580;6496;10602;74677;2913;1938;457;7500;3017;0;0;1553;395316;174703;1482531;512721;36;0;29;7;0;2;38;0;0;17;12;4;3;0;0;2;0;23;15;307005;133260;414456;34091,88;0;73740;522287,88;5728846;7734031;627019;6731438,5;627019;627019;0;985732;7487;1594050
995555;473;473;4;2004;0;642799;311676;0;0;9834;0;0;5794;5561;120898;3692;3852;61486;0;69137;0;0;31422;102579;47029;3051725;331123;8;0;8;0;0;0;8;0;0;1;7;0;0;0;0;0;0;1;7;102579;28813;131392;14433,2;0;0;145825,2;21135;32965;2409013;27050;2409013;2409013;0;2774865;62844;2990882
995559;462;462-463;4;2009;0;1238760;45701;25;7238;0;3002;0;0;0;18660;3316;160;4000;300;0;0;0;9000;168343;60358;10621089;1193059;14;0;14;0;0;0;14;0;0;4;10;0;0;0;0;0;0;4;10;168343;36650;204993;20586,56;0;0;225579,56;1126106;2364866;9382329;1745486;9382329;9382329;0;9442107;150000;9838088
